encodedTitle,title,url
hermes-international-sca,HERMES INTERNATIONAL S.C.A.,IID000000002143159
rand-merchant-investment-holdings-ltd,Rand Merchant Investment Holdings Ltd,IID000000002613660
delta-electronics-inc,"DELTA ELECTRONICS, INC.",IID000000002142381
delta-air-lines-inc,"DELTA AIR LINES, INC.",IID000000002163856
le-groupe-stars-inc,LE GROUPE STARS INC.,IID000000002834633
publicis-groupe-sa,PUBLICIS GROUPE SA,IID000000002180452
groupe-wsp-global-inc,GROUPE WSP GLOBAL INC.,IID000000002684564
cgi-inc,CGI INC.,IID000000002133487
new-world-development-company-limited,New World Development Company Limited,IID000000002177217
new-oriental-education-technology-group-inc,NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.,IID000000002201869
new-hope-liuhe-co-ltd,"New Hope Liuhe Co., Ltd.",IID000000002148515
new-china-life-insurance-company-ltd,NEW CHINA LIFE INSURANCE COMPANY LTD.,IID000000002256341
fangda-carbon-new-material-co-ltd,"Fangda Carbon New Material Co., Ltd.",IID000000002151651
yunnan-energy-new-material-co-ltd,"Yunnan Energy New Material Co., Ltd.",IID000000002772310
changchun-high-new-technology-industries-group-inc,Changchun High & New Technology Industries (Group) Inc.,IID000000002161534
far-eastern-new-century-corporation,Far Eastern New Century Corporation,IID000000002142862
baic-bluepark-new-energy-technology-co-ltd,"BAIC BluePark New Energy Technology Co., Ltd.",IID000000002180579
zhejiang-weixing-new-building-materials-co-ltd,"Zhejiang Weixing New Building Materials Co., Ltd.",IID000000002586252
otp-bank-nyrt,OTP Bank Nyrt.,IID000000002178416
ottogi-corporation,OTTOGI CORPORATION,IID000000002178461
otsuka-corporation,OTSUKA CORPORATION,IID000000002123750
otsuka-holdings-co-ltd,"Otsuka Holdings Co., Ltd.",IID000000002604565
ford-otomotiv-sanayi-anonim-sirketi,FORD OTOMOTIV SANAYI ANONIM SIRKETI,IID000000002134547
open-text-corporation,Open Text Corporation,IID000000002128510
just-eat-takeawaycom-nv,Just Eat Takeaway.com N.V.,IID000000002773073
guangzhou-r-f-properties-co-ltd,"Guangzhou R&F Properties Co., Ltd.",IID000000002168487
ford-motor-company,FORD MOTOR COMPANY,IID000000002166799
fraser-neave-holdings-bhd,FRASER & NEAVE HOLDINGS BHD.,IID000000002166953
pandora-a/s,PANDORA A/S,IID000000002416719
a-o-smith-corporation,A. O. SMITH CORPORATION,IID000000002155411
a-living-services-co-ltd,A-Living Services Co Ltd,IID000000002833388
localiza-rent-a-car-sa,LOCALIZA RENT A CAR S.A.,IID000000002173988
acs-actividades-de-construccion-y-servicios-sa,"ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.",IID000000002155484
abiomed-inc,"ABIOMED, INC.",IID000000002132119
abbott-laboratories,ABBOTT LABORATORIES,IID000000002155916
abbvie-inc,ABBVIE INC.,IID000000002655130
abb-ltd,ABB Ltd,IID000000002123744
absa-group-limited,ABSA GROUP LIMITED,IID000000002155451
h-m-hennes-mauritz-ab,H & M Hennes & Mauritz AB,IID000000002135027
h-r-real-estate-investment-trust,H&R Real Estate Investment Trust,IID000000002200905
hydro-one-limited,HYDRO ONE LIMITED,IID000000002745802
lg-household-health-care-ltd,LG HOUSEHOLD & HEALTH CARE LTD,IID000000002152218
kinross-gold-corporation,KINROSS GOLD CORPORATION,IID000000002143017
kellogg-company,KELLOGG COMPANY,IID000000002172569
h-lundbeck-a/s,H. LUNDBECK A/S,IID000000002168620
guangzhou-kingmed-diagnostics-group-co-ltd,Guangzhou Kingmed Diagnostics Group Co Ltd,IID000000002816435
washington-h-soul-pattinson-and-company-limited,WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED,IID000000002150028
jpmorgan-chase-co,JPMORGAN CHASE & CO.,IID000000002142776
electric-power-development-co-ltd,"Electric Power Development Co., Ltd.",IID000000002165063
saudi-airlines-catering-company-sjsc,Saudi Airlines Catering Company SJSC,IID000000002649016
globant-sa,GLOBANT S.A.,IID000000002700235
compagnie-petroliere-imperiale-ltee,COMPAGNIE PETROLIERE IMPERIALE LTEE,IID000000002142955
compagnie-financiere-richemont-sa,COMPAGNIE FINANCIERE RICHEMONT SA,IID000000002162545
compagnie-de-saint-gobain-sa,COMPAGNIE DE SAINT-GOBAIN SA,IID000000002142079
compagnie-generale-des-etablissements-michelin-sca,COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN SCA,IID000000002127394
compagnie-des-chemins-de-fer-nationaux-du-canada,Compagnie des chemins de fer nationaux du Canada,IID000000002133452
les-compagnies-loblaw-limitee,LES COMPAGNIES LOBLAW LIMITEE,IID000000002173985
raia-drogasil-sa,RAIA DROGASIL S.A.,IID000000002164438
raiffeisen-bank-international-ag,Raiffeisen Bank International AG,IID000000002136771
kyushu-railway-company,Kyushu Railway Company,IID000000002589543
guangshen-railway-company-limited,Guangshen Railway Company Limited,IID000000002149105
daqin-railway-co-ltd,"Daqin Railway Co., Ltd.",IID000000002142277
tobu-railway-co-ltd,"TOBU RAILWAY CO., LTD.",IID000000002185801
china-railway-group-limited,China Railway Group Limited,IID000000002124163
odakyu-electric-railway-co-ltd,"Odakyu Electric Railway Co.,Ltd.",IID000000002152920
nagoya-railroad-co-ltd,"Nagoya Railroad Co., Ltd.",IID000000002176669
china-railway-hi-tech-industry-corporation-limited,China Railway Hi-tech Industry Corporation Limited,IID000000002161858
taiwan-business-bank,Taiwan Business Bank,IID000000002186070
international-business-machines-corporation,INTERNATIONAL BUSINESS MACHINES CORPORATION,IID000000002132489
iliad-sa,ILIAD S.A.,IID000000002126699
illumina-inc,"ILLUMINA, INC.",IID000000002149298
illinois-tool-works-inc,ILLINOIS TOOL WORKS INC.,IID000000002132042
turkcell-iletisim-hizmetleri-anonim-sirketi,TURKCELL ILETISIM HIZMETLERI ANONIM SIRKETI,IID000000002135566
anglo-american-plc,ANGLO AMERICAN PLC,IID000000002123931
anglo-american-platinum-limited,Anglo American Platinum Limited,IID000000002148995
eastern-company-sae,Eastern Company SAE,IID000000002164811
china-eastern-airlines-corporation-limited,China Eastern Airlines Corporation Limited,IID000000002124846
far-eastern-new-century-corporation,Far Eastern New Century Corporation,IID000000002142862
telefonaktiebolaget-lm-ericsson,Telefonaktiebolaget LM Ericsson,IID000000002186438
saudi-basic-industries-corporation-sjsc,Saudi Basic Industries Corporation SJSC,IID000000002182781
companhia-de-saneamento-basico-do-estado-de-sao-paulo-sabesp,Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,IID000000002162589
british-land-company-public-limited-company-the-,BRITISH LAND COMPANY PUBLIC LIMITED COMPANY(THE),IID000000002160173
the-saudi-british-bank-sjsc,The Saudi British Bank SJSC,IID000000002182782
british-american-tobacco-plc,BRITISH AMERICAN TOBACCO P.L.C.,IID000000002160167
associated-british-foods-plc,ASSOCIATED BRITISH FOODS PLC,IID000000002123767
british-american-tobacco-malaysia-berhad,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,IID000000002145886
eaton-vance-corp,EATON VANCE CORP.,IID000000002164845
china-vanke-co-ltd,"CHINA VANKE CO., LTD.",IID000000002142203
vanguard-international-semiconductor-corporation,Vanguard International Semiconductor Corporation,IID000000002137849
pangang-group-vanadium-titanium-resources-co-ltd,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",IID000000002178994
ionis-pharmaceuticals-inc,IONIS PHARMACEUTICALS INC,IID000000002171458
pan-ocean-co-ltd,"Pan Ocean Co., Ltd.",IID000000002135932
pan-pacific-international-holdings-corporation,Pan Pacific International Holdings Corporation,IID000000002164296
panasonic-corporation,Panasonic Corporation,IID000000002133592
pandora-a/s,PANDORA A/S,IID000000002416719
pangang-group-vanadium-titanium-resources-co-ltd,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",IID000000002178994
dsv-panalpina-a/s,DSV Panalpina A/S,IID000000002150860
palo-alto-networks-inc,"PALO ALTO NETWORKS, INC.",IID000000002649675
amadeus-it-group-sa,Amadeus IT Group SA,IID000000002591911
the-williams-companies-inc,"THE WILLIAMS COMPANIES, INC.",IID000000002189593
the-sherwin-williams-company,THE SHERWIN-WILLIAMS COMPANY,IID000000002183486
kinnevik-ab,Kinnevik AB,IID000000002172773
assa-abloy-ab,ASSA ABLOY AB,IID000000002132144
anheuser-busch-inbev-nv,ANHEUSER-BUSCH INBEV N.V.,IID000000002775777
swedbank-ab,Swedbank AB,IID000000002152716
boliden-ab,Boliden AB,IID000000002159894
skanska-ab,Skanska AB,IID000000002183971
securitas-ab,Securitas AB,IID000000002150938
tele2-ab,Tele2 AB,IID000000002186408
svenska-handelsbanken-ab,Svenska Handelsbanken AB,IID000000002185433
swedish-match-ab,Swedish Match AB,IID000000002185460
le-groupe-stars-inc,LE GROUPE STARS INC.,IID000000002834633
publicis-groupe-sa,PUBLICIS GROUPE SA,IID000000002180452
groupe-wsp-global-inc,GROUPE WSP GLOBAL INC.,IID000000002684564
cgi-inc,CGI INC.,IID000000002133487
axa-sa,AXA SA,IID000000002123746
csl-limited,CSL LIMITED,IID000000002150581
csx-corporation,CSX Corporation,IID000000002123685
companhia-siderurgica-nacional,Companhia Siderurgica Nacional,IID000000002162584
cspc-pharmaceutical-group-limited,CSPC PHARMACEUTICAL GROUP LIMITED,IID000000002133437
china-steel-corporation,China Steel Corporation,IID000000002161886
china-state-construction-engineering-corporation-limited,China State Construction Engineering Corporation Limited,IID000000002403401
china-state-construction-international-holdings-limited,CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED,IID000000002161882
china-shipbuilding-industry-company-limited,China Shipbuilding Industry Company Limited,IID000000002572430
china-railway-signal-communication-corporation-limited,China Railway Signal & Communication Corporation Limited,IID000000002706608
ia-societe-financiere-inc,iA Societe Financiere Inc.,IID000000002935272
societe-aurifere-barrick,SOCIETE AURIFERE BARRICK,IID000000002928769
societe-generale-sa,SOCIETE GENERALE SA,IID000000002151773
societe-financiere-igm-inc,SOCIETE FINANCIERE IGM INC.,IID000000002142973
l-air-liquide-societe-anonyme-pour-l-etude-et-l-exploitation-des-procedes-georges-claude-sa,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE SA,IID000000002124820
tim-participacoes-sa,TIM Participacoes S.A.,IID000000002138115
west-fraser-timber-co-ltd,West Fraser Timber Co. Ltd.,IID000000002189442
china-aerospace-times-electronics-co-ltd,"China Aerospace Times Electronics Co., Ltd.",IID000000002151645
zhuzhou-crrc-times-electric-co-ltd,"Zhuzhou CRRC Times Electric Co., Ltd.",IID000000002190462
telkom-sa-soc-limited,TELKOM SA SOC LIMITED,IID000000002186492
sanofi-sa,SANOFI SA,IID000000002145665
compagnie-de-saint-gobain-sa,COMPAGNIE DE SAINT-GOBAIN SA,IID000000002142079
sandvik-aktiebolag,Sandvik Aktiebolag,IID000000002182638
safran-sa,SAFRAN S.A.,IID000000002129078
sabre-corporation,SABRE CORPORATION,IID000000002693526
sampo-oyj,Sampo Oyj,IID000000002148926
axa-sa,AXA SA,IID000000002123746
covivio-sa,COVIVIO SA,IID000000002126466
klepierre-sa,KLEPIERRE SA,IID000000002127335
alumina-limited,ALUMINA LIMITED,IID000000002133234
aluminum-corporation-of-china-limited,Aluminum Corporation of China Limited,IID000000002149396
shandong-nanshan-aluminium-co-ltd,"Shandong Nanshan Aluminium Co., Ltd.",IID000000002183310
press-metal-aluminium-holdings-berhad,PRESS METAL ALUMINIUM HOLDINGS BERHAD,IID000000002813270
ses-sa,SES S.A.,IID000000002202598
kinnevik-ab,Kinnevik AB,IID000000002172773
kingfisher-plc,KINGFISHER PLC,IID000000002143351
kingsoft-corporation-limited,KINGSOFT CORPORATION LIMITED,IID000000002141104
kinross-gold-corporation,KINROSS GOLD CORPORATION,IID000000002143017
kintetsu-group-holdings-co-ltd,"Kintetsu Group Holdings Co.,Ltd.",IID000000002149595
kingdee-international-software-group-company-limited,KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED,IID000000002172750
kingboard-holdings-limited,KINGBOARD HOLDINGS LIMITED,IID000000002172747
kingspan-group-public-limited-company,KINGSPAN GROUP PUBLIC LIMITED COMPANY,IID000000002172765
kingboard-laminates-holdings-limited,KINGBOARD LAMINATES HOLDINGS LIMITED,IID000000002172749
nanjing-king-friend-biochemical-pharmaceutical-co-ltd,Nanjing King-friend Biochemical Pharmaceutical Co Ltd,IID000000002812381
kinnevik-ab,Kinnevik AB,IID000000002172773
bluescope-steel-limited,BLUESCOPE STEEL LIMITED,IID000000002159844
baic-bluepark-new-energy-technology-co-ltd,"BAIC BluePark New Energy Technology Co., Ltd.",IID000000002180579
lennox-international-inc,LENNOX INTERNATIONAL INC.,IID000000002151847
fosun-international-limited,FOSUN INTERNATIONAL LIMITED,IID000000002142739
posco-international-corporation,POSCO INTERNATIONAL CORPORATION,IID000000002163537
polymetal-international-plc,POLYMETAL INTERNATIONAL PLC,IID000000002631142
rpm-international-inc,RPM INTERNATIONAL INC.,IID000000002180831
sinochem-international-corporation,Sinochem International Corporation,IID000000002134483
haitian-international-holdings-limited,HAITIAN INTERNATIONAL HOLDINGS LIMITED,IID000000002149340
shenzhen-international-holdings-limited,SHENZHEN INTERNATIONAL HOLDINGS LIMITED,IID000000002148753
airtac-international-group,AIRTAC INTERNATIONAL GROUP,IID000000002606628
minor-international-public-company-limited,Minor International Public Company Limited,IID000000002146742
the-southern-company,THE SOUTHERN COMPANY,IID000000002123700
the-travelers-companies-inc,"The Travelers Companies, Inc.",IID000000002140205
the-blackstone-group-inc,THE BLACKSTONE GROUP INC.,IID000000002199653
the-pacific-securities-co-ltd,"The Pacific Securities Co., Ltd.",IID000000002186756
the-coca-cola-company,THE COCA-COLA COMPANY,IID000000002151560
the-kraft-heinz-company,THE KRAFT HEINZ COMPANY,IID000000002663580
emaar-the-economic-city-sjsc,Emaar The Economic City SJSC,IID000000002144754
the-saudi-british-bank-sjsc,The Saudi British Bank SJSC,IID000000002182782
the-national-commercial-bank-sjsc,The National Commercial Bank SJSC,IID000000002255105
the-shanghai-commercial-savings-bank-ltd,"The Shanghai Commercial & Savings Bank, Ltd.",IID000000002239411
grupo-argos-sa,Grupo Argos S.A.,IID000000002147177
grupo-aval-acciones-y-valores-sa,Grupo Aval Acciones y Valores S.A.,IID000000002168392
grupo-carso-sab-de-cv,"GRUPO CARSO, S.A.B. DE C.V.",IID000000002168394
grupo-mexico-sociedad-anonima-bursatil-de-capital-variable,"Grupo Mexico, Sociedad Anonima Bursatil de Capital Variable",IID000000002168420
grupo-financiero-inbursa-sab-de-cv,"Grupo Financiero Inbursa, S.A.B. de C.V.",IID000000002168410
grupo-financiero-galicia-sociedad-anonima,GRUPO FINANCIERO GALICIA SOCIEDAD ANONIMA,IID000000002168409
grupo-de-inversiones-suramericana-sa,Grupo de Inversiones Suramericana S.A.,IID000000002185369
grupo-televisa-sab,"GRUPO TELEVISA, S.A.B.",IID000000002168431
grupo-bimbo-sab-de-cv,Grupo Bimbo S.A.B. de C.V.,IID000000002168393
grupo-financiero-banorte-sab-de-cv,"Grupo Financiero Banorte, S.A.B. de C.V.",IID000000002168408
the-charles-schwab-corporation,THE CHARLES SCHWAB CORPORATION,IID000000002128581
philip-morris-international-inc,Philip Morris International Inc.,IID000000002263019
koninklijke-philips-nv,Koninklijke Philips N.V.,IID000000002144603
bank-of-the-philippine-islands,BANK OF THE PHILIPPINE ISLANDS,IID000000002159090
aboitiz-power-corp,ABOITIZ POWER CORP.,IID000000002147477
aboitiz-equity-ventures-inc,ABOITIZ EQUITY VENTURES INC.,IID000000002146248
le-groupe-stars-inc,LE GROUPE STARS INC.,IID000000002834633
publicis-groupe-sa,PUBLICIS GROUPE SA,IID000000002180452
groupe-wsp-global-inc,GROUPE WSP GLOBAL INC.,IID000000002684564
cgi-inc,CGI INC.,IID000000002133487
hitachi-high-tech-corporation,Hitachi High-Tech Corporation,IID000000002126920
guoxuan-high-tech-co-ltd,"Guoxuan High-tech Co., Ltd.",IID000000002171887
weifu-high-technology-group-co-ltd,"Weifu High-Technology Group Co., Ltd.",IID000000002189393
changchun-high-new-technology-industries-group-inc,Changchun High & New Technology Industries (Group) Inc.,IID000000002161534
highwealth-construction-corp,Highwealth Construction Corp.,IID000000002143238
taiwan-high-speed-rail-corporation,Taiwan High Speed Rail Corporation,IID000000002186076
yuan-longping-high-tech-agriculture-co-ltd,"Yuan Longping High-tech Agriculture Co., Ltd.",IID000000002131923
china-northern-rare-earth-group-high-tech-co-ltd,"China Northern Rare Earth (Group) High-Tech Co., Ltd.",IID000000002146689
kinnevik-ab,Kinnevik AB,IID000000002172773
assa-abloy-ab,ASSA ABLOY AB,IID000000002132144
anheuser-busch-inbev-nv,ANHEUSER-BUSCH INBEV N.V.,IID000000002775777
swedbank-ab,Swedbank AB,IID000000002152716
boliden-ab,Boliden AB,IID000000002159894
skanska-ab,Skanska AB,IID000000002183971
securitas-ab,Securitas AB,IID000000002150938
tele2-ab,Tele2 AB,IID000000002186408
svenska-handelsbanken-ab,Svenska Handelsbanken AB,IID000000002185433
swedish-match-ab,Swedish Match AB,IID000000002185460
godaddy-inc,GODADDY INC.,IID000000002725409
goertek-inc,Goertek Inc.,IID000000002200869
gome-retail-holdings-limited,GOME Retail Holdings Limited,IID000000002124806
goodman-group,GOODMAN GROUP,IID000000002924981
xinjiang-goldwind-science-technology-co-ltd,"XINJIANG GOLDWIND SCIENCE & TECHNOLOGY CO.,LTD",IID000000002189936
godrej-consumer-products-limited,GODREJ CONSUMER PRODUCTS LIMITED,IID000000002149475
the-goldman-sachs-group-inc,"THE GOLDMAN SACHS GROUP, INC.",IID000000002168063
compagnie-de-saint-gobain-sa,COMPAGNIE DE SAINT-GOBAIN SA,IID000000002142079
toyoda-gosei-co-ltd,"TOYODA GOSEI CO., LTD.",IID000000002151207
shenzhen-goodix-technology-co-ltd,"Shenzhen Goodix Technology Co., Ltd.",IID000000002774076
ia-societe-financiere-inc,iA Societe Financiere Inc.,IID000000002935272
societe-generale-sa,SOCIETE GENERALE SA,IID000000002151773
societe-aurifere-barrick,SOCIETE AURIFERE BARRICK,IID000000002928769
societe-financiere-igm-inc,SOCIETE FINANCIERE IGM INC.,IID000000002142973
l-air-liquide-societe-anonyme-pour-l-etude-et-l-exploitation-des-procedes-georges-claude-sa,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE SA,IID000000002124820
central-japan-railway-company,Central Japan Railway Company,IID000000002161389
central-pattana-public-company-limited,Central Pattana Public Company Limited,IID000000002161395
pt-bank-central-asia-tbk,PT Bank Central Asia Tbk,IID000000002140230
groep-brussel-lambert-nv,GROEP BRUSSEL LAMBERT NV,IID000000002168367
intercontinental-exchange-inc,"INTERCONTINENTAL EXCHANGE, INC.",IID000000002677793
first-republic-bank,FIRST REPUBLIC BANK,IID000000002223931
first-quantum-minerals-ltd,FIRST QUANTUM MINERALS LTD.,IID000000002124693
first-financial-holding-co-ltd,First Financial Holding Co. Ltd.,IID000000002142659
first-capital-realty-inc,FIRST CAPITAL REALTY INC.,IID000000002683989
first-capital-securities-co-ltd,"First Capital Securities Co., Ltd.",IID000000002253102
china-first-capital-group-limited,CHINA FIRST CAPITAL GROUP LIMITED,IID000000002632021
first-abu-dhabi-bank-pjsc,FIRST ABU DHABI BANK P.J.S.C,IID000000002176806
inner-mongolia-first-machinery-group-co-ltd,"Inner Mongolia First Machinery Group Co., Ltd.",IID000000002135017
firstenergy-corp,FIRSTENERGY CORP.,IID000000002125316
firstrand-limited,FIRSTRAND LIMITED,IID000000002134538
vifor-pharma-ag,Vifor Pharma AG,IID000000002126501
aurobindo-pharma-ltd,AUROBINDO PHARMA LTD,IID000000002158338
astellas-pharma-inc,Astellas Pharma Inc.,IID000000002158153
shanghai-pharmaceuticals-holding-co-ltd,"Shanghai Pharmaceuticals Holding Co., Ltd.",IID000000002151735
sun-pharmaceutical-industries-limited,SUN PHARMACEUTICAL INDUSTRIES LIMITED,IID000000002185207
